weight logl logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
1.669073057298050240e-130 -1.004449438137670541e+03 7.004522357591786985e-01 7.275119552880917606e-01 8.461807461603670921e-01 8.412267842281943020e-01 1.593652281568788132e-01 8.016651104294799657e-01 6.630806376754760922e-02
3.419773402866253969e-129 -1.001427047169087132e+03 8.552449854530705942e-01 5.794120771991220220e-01 8.338680164572592757e-01 3.964240188403842513e-01 1.259625460496123228e-01 4.425487794781959305e-01 3.037066141431632449e-01
6.259670059372982135e-129 -1.000819993983942140e+03 7.631365698347702953e-01 7.274588884630917018e-01 3.689552266955631321e-02 2.163152993057128048e-01 8.731390417616724520e-04 6.114466369645459309e-01 8.047994574464506501e-01
7.768206716150031695e-129 -1.000601582119614932e+03 8.450935400540287024e-01 9.894133626724722630e-01 4.120759713934674107e-02 1.393984973798612081e-01 1.005004534840057140e-01 2.962654280470944368e-01 5.538332137438689573e-01
1.132545186791289683e-128 -1.000222068890885112e+03 4.205794720539310916e-01 7.769238798153837999e-01 8.506284099032169754e-01 9.941517619501586411e-01 2.172165531408798422e-01 7.609787548195345863e-01 8.956796671911542163e-01
1.835084848143964832e-127 -9.974343605562985431e+02 8.102363699392899354e-01 1.240457008528312866e-01 8.008707939105930151e-02 8.216817243518462766e-01 7.655878676800550453e-01 2.616923130528839847e-01 4.278141967171965598e-01
1.943901012553024894e-127 -9.973742544902333975e+02 5.698805679592076068e-01 1.394628933752023459e-01 7.550579223173725651e-02 7.863355013826964779e-01 7.014249588199269470e-01 4.555514654599230884e-01 4.435766867551156345e-01
5.898037478043139399e-127 -9.962618316107690362e+02 4.313654776549968872e-02 8.861193676538674513e-01 8.187866611404250872e-01 2.188792428547320368e-01 2.357309896809800520e-02 3.528408346280426100e-01 7.310610593685896719e-01
3.730456162086363594e-125 -9.921122505678747530e+02 6.078874088083257021e-01 1.706362546113893153e-01 6.979270261074699278e-02 7.991447825278801265e-01 4.661456595779958079e-01 4.723348900023796038e-01 7.247690701265600000e-01
5.757588513146805896e-125 -9.916757623633857293e+02 3.433044294504146166e-01 9.234059714333175961e-01 8.631834790380862321e-01 3.649993497754839833e-01 6.377465685740592027e-01 1.848751119407748833e-01 9.581056535649739025e-01
